timestamp,lot_id,wafer_id,tool_id,chamber,recipe_id,recipe_version,metric_name,value,center_line,ucl,lcl,is_ooc,anomaly_type
2026-02-08T04:30:00+00:00,LOT-SYN-001,W19,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.5830,41.5000,42.2000,40.8000,false,normal
2026-02-08T04:45:00+00:00,LOT-SYN-001,W20,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.5554,41.5000,42.2000,40.8000,false,normal
2026-02-08T05:00:00+00:00,LOT-SYN-001,W21,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.5213,41.5000,42.2000,40.8000,false,normal
2026-02-08T05:15:00+00:00,LOT-SYN-001,W22,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.4821,41.5000,42.2000,40.8000,false,normal
2026-02-08T05:30:00+00:00,LOT-SYN-001,W23,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.4396,41.5000,42.2000,40.8000,false,normal
2026-02-08T05:45:00+00:00,LOT-SYN-001,W24,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.3964,41.5000,42.2000,40.8000,false,normal
2026-02-08T06:00:00+00:00,LOT-SYN-001,W25,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.3550,41.5000,42.2000,40.8000,false,normal
2026-02-08T06:15:00+00:00,LOT-SYN-002,W01,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.3185,41.5000,42.2000,40.8000,false,normal
2026-02-08T06:30:00+00:00,LOT-SYN-002,W02,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.2892,41.5000,42.2000,40.8000,false,normal
2026-02-08T06:45:00+00:00,LOT-SYN-002,W03,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.2694,41.5000,42.2000,40.8000,false,normal
2026-02-08T07:00:00+00:00,LOT-SYN-002,W04,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.2604,41.5000,42.2000,40.8000,false,normal
2026-02-08T07:15:00+00:00,LOT-SYN-002,W05,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.2631,41.5000,42.2000,40.8000,false,normal
2026-02-08T07:30:00+00:00,LOT-SYN-002,W06,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.2770,41.5000,42.2000,40.8000,false,normal
2026-02-08T07:45:00+00:00,LOT-SYN-002,W07,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.3014,41.5000,42.2000,40.8000,false,normal
2026-02-08T08:00:00+00:00,LOT-SYN-002,W08,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.3342,41.5000,42.2000,40.8000,false,normal
2026-02-08T08:15:00+00:00,LOT-SYN-002,W09,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.3733,41.5000,42.2000,40.8000,false,normal
2026-02-08T08:30:00+00:00,LOT-SYN-002,W10,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.4158,41.5000,42.2000,40.8000,false,normal
2026-02-08T08:45:00+00:00,LOT-SYN-002,W11,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.4590,41.5000,42.2000,40.8000,false,normal
2026-02-08T09:00:00+00:00,LOT-SYN-002,W12,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.5003,41.5000,42.2000,40.8000,false,normal
2026-02-08T09:15:00+00:00,LOT-SYN-002,W13,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.5375,41.5000,42.2000,40.8000,false,normal
2026-02-08T09:30:00+00:00,LOT-SYN-002,W14,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.5687,41.5000,42.2000,40.8000,false,normal
2026-02-08T09:45:00+00:00,LOT-SYN-002,W15,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.5932,41.5000,42.2000,40.8000,false,normal
2026-02-08T10:00:00+00:00,LOT-SYN-002,W16,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6105,41.5000,42.2000,40.8000,false,normal
2026-02-08T10:15:00+00:00,LOT-SYN-002,W17,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6213,41.5000,42.2000,40.8000,false,normal
2026-02-08T10:30:00+00:00,LOT-SYN-002,W18,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6265,41.5000,42.2000,40.8000,false,normal
2026-02-08T10:45:00+00:00,LOT-SYN-002,W19,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6274,41.5000,42.2000,40.8000,false,normal
2026-02-08T11:00:00+00:00,LOT-SYN-002,W20,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6258,41.5000,42.2000,40.8000,false,normal
2026-02-08T11:15:00+00:00,LOT-SYN-002,W21,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6233,41.5000,42.2000,40.8000,false,normal
2026-02-08T11:30:00+00:00,LOT-SYN-002,W22,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6210,41.5000,42.2000,40.8000,false,normal
2026-02-08T11:45:00+00:00,LOT-SYN-002,W23,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6200,41.5000,42.2000,40.8000,false,normal
2026-02-08T12:00:00+00:00,LOT-SYN-002,W24,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6206,41.5000,42.2000,40.8000,false,normal
2026-02-08T12:15:00+00:00,LOT-SYN-002,W25,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6226,41.5000,42.2000,40.8000,false,normal
2026-02-08T12:30:00+00:00,LOT-SYN-003,W01,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6252,41.5000,42.2000,40.8000,false,normal
2026-02-08T12:45:00+00:00,LOT-SYN-003,W02,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6272,41.5000,42.2000,40.8000,false,normal
2026-02-08T13:00:00+00:00,LOT-SYN-003,W03,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6270,41.5000,42.2000,40.8000,false,normal
2026-02-08T13:15:00+00:00,LOT-SYN-003,W04,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6231,41.5000,42.2000,40.8000,false,normal
2026-02-08T13:30:00+00:00,LOT-SYN-003,W05,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6138,41.5000,42.2000,40.8000,false,normal
2026-02-08T13:45:00+00:00,LOT-SYN-003,W06,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.5981,41.5000,42.2000,40.8000,false,normal
2026-02-08T14:00:00+00:00,LOT-SYN-003,W07,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.5754,41.5000,42.2000,40.8000,false,normal
2026-02-08T14:15:00+00:00,LOT-SYN-003,W08,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.5458,41.5000,42.2000,40.8000,false,normal
2026-02-08T14:30:00+00:00,LOT-SYN-003,W09,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.5100,41.5000,42.2000,40.8000,false,normal
2026-02-08T14:45:00+00:00,LOT-SYN-003,W10,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.4695,41.5000,42.2000,40.8000,false,normal
2026-02-08T15:00:00+00:00,LOT-SYN-003,W11,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.4266,41.5000,42.2000,40.8000,false,normal
2026-02-08T15:15:00+00:00,LOT-SYN-003,W12,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.3836,41.5000,42.2000,40.8000,false,normal
2026-02-08T15:30:00+00:00,LOT-SYN-003,W13,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.3434,41.5000,42.2000,40.8000,false,normal
2026-02-08T15:45:00+00:00,LOT-SYN-003,W14,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.3088,41.5000,42.2000,40.8000,false,normal
2026-02-08T16:00:00+00:00,LOT-SYN-003,W15,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.2822,41.5000,42.2000,40.8000,false,normal
2026-02-08T16:15:00+00:00,LOT-SYN-003,W16,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.2655,41.5000,42.2000,40.8000,false,normal
2026-02-08T16:30:00+00:00,LOT-SYN-003,W17,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.2600,41.5000,42.2000,40.8000,false,normal
2026-02-08T16:45:00+00:00,LOT-SYN-003,W18,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.2661,41.5000,42.2000,40.8000,false,normal
2026-02-08T17:00:00+00:00,LOT-SYN-003,W19,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.2833,41.5000,42.2000,40.8000,false,normal
2026-02-08T17:15:00+00:00,LOT-SYN-003,W20,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.3104,41.5000,42.2000,40.8000,false,normal
2026-02-08T17:30:00+00:00,LOT-SYN-003,W21,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.3454,41.5000,42.2000,40.8000,false,normal
2026-02-08T17:45:00+00:00,LOT-SYN-003,W22,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.3858,41.5000,42.2000,40.8000,false,normal
2026-02-08T18:00:00+00:00,LOT-SYN-003,W23,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,42.4789,41.5000,42.2000,40.8000,true,pressure_upward_shift
2026-02-08T18:15:00+00:00,LOT-SYN-003,W24,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,42.6018,41.5000,42.2000,40.8000,true,pressure_upward_shift
2026-02-08T18:30:00+00:00,LOT-SYN-003,W25,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,42.7220,41.5000,42.2000,40.8000,true,pressure_upward_shift
2026-02-08T18:45:00+00:00,LOT-SYN-004,W01,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,42.8375,41.5000,42.2000,40.8000,true,pressure_upward_shift
2026-02-08T19:00:00+00:00,LOT-SYN-004,W02,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,42.9468,41.5000,42.2000,40.8000,true,pressure_upward_shift
2026-02-08T19:15:00+00:00,LOT-SYN-004,W03,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.5991,41.5000,42.2000,40.8000,false,normal
2026-02-08T19:30:00+00:00,LOT-SYN-004,W04,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6144,41.5000,42.2000,40.8000,false,normal
2026-02-08T19:45:00+00:00,LOT-SYN-004,W05,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6234,41.5000,42.2000,40.8000,false,normal
2026-02-08T20:00:00+00:00,LOT-SYN-004,W06,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6271,41.5000,42.2000,40.8000,false,normal
2026-02-08T20:15:00+00:00,LOT-SYN-004,W07,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6272,41.5000,42.2000,40.8000,false,normal
2026-02-08T20:30:00+00:00,LOT-SYN-004,W08,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6251,41.5000,42.2000,40.8000,false,normal
2026-02-08T20:45:00+00:00,LOT-SYN-004,W09,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6225,41.5000,42.2000,40.8000,false,normal
2026-02-08T21:00:00+00:00,LOT-SYN-004,W10,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6206,41.5000,42.2000,40.8000,false,normal
2026-02-08T21:15:00+00:00,LOT-SYN-004,W11,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6200,41.5000,42.2000,40.8000,false,normal
2026-02-08T21:30:00+00:00,LOT-SYN-004,W12,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6211,41.5000,42.2000,40.8000,false,normal
2026-02-08T21:45:00+00:00,LOT-SYN-004,W13,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6234,41.5000,42.2000,40.8000,false,normal
2026-02-08T22:00:00+00:00,LOT-SYN-004,W14,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6260,41.5000,42.2000,40.8000,false,normal
2026-02-08T22:15:00+00:00,LOT-SYN-004,W15,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6275,41.5000,42.2000,40.8000,false,normal
2026-02-08T22:30:00+00:00,LOT-SYN-004,W16,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6263,41.5000,42.2000,40.8000,false,normal
2026-02-08T22:45:00+00:00,LOT-SYN-004,W17,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6209,41.5000,42.2000,40.8000,false,normal
2026-02-08T23:00:00+00:00,LOT-SYN-004,W18,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6098,41.5000,42.2000,40.8000,false,normal
2026-02-08T23:15:00+00:00,LOT-SYN-004,W19,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.5920,41.5000,42.2000,40.8000,false,normal
2026-02-08T23:30:00+00:00,LOT-SYN-004,W20,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.5672,41.5000,42.2000,40.8000,false,normal
2026-02-08T23:45:00+00:00,LOT-SYN-004,W21,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.5356,41.5000,42.2000,40.8000,false,normal
2026-02-09T00:00:00+00:00,LOT-SYN-004,W22,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.4982,41.5000,42.2000,40.8000,false,normal
2026-02-09T00:15:00+00:00,LOT-SYN-004,W23,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.4568,41.5000,42.2000,40.8000,false,normal
2026-02-09T00:30:00+00:00,LOT-SYN-004,W24,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.4135,41.5000,42.2000,40.8000,false,normal
2026-02-09T00:45:00+00:00,LOT-SYN-004,W25,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.3711,41.5000,42.2000,40.8000,false,normal
2026-02-09T01:00:00+00:00,LOT-SYN-005,W01,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.3323,41.5000,42.2000,40.8000,false,normal
2026-02-09T01:15:00+00:00,LOT-SYN-005,W02,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.2998,41.5000,42.2000,40.8000,false,normal
2026-02-09T01:30:00+00:00,LOT-SYN-005,W03,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.2760,41.5000,42.2000,40.8000,false,normal
2026-02-09T01:45:00+00:00,LOT-SYN-005,W04,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.2626,41.5000,42.2000,40.8000,false,normal
2026-02-09T02:00:00+00:00,LOT-SYN-005,W05,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.2606,41.5000,42.2000,40.8000,false,normal
2026-02-09T02:15:00+00:00,LOT-SYN-005,W06,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.2702,41.5000,42.2000,40.8000,false,normal
2026-02-09T02:30:00+00:00,LOT-SYN-005,W07,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.2905,41.5000,42.2000,40.8000,false,normal
2026-02-09T02:45:00+00:00,LOT-SYN-005,W08,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.3203,41.5000,42.2000,40.8000,false,normal
2026-02-09T03:00:00+00:00,LOT-SYN-005,W09,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.3571,41.5000,42.2000,40.8000,false,normal
2026-02-09T03:15:00+00:00,LOT-SYN-005,W10,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.3986,41.5000,42.2000,40.8000,false,normal
2026-02-09T03:30:00+00:00,LOT-SYN-005,W11,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.4419,41.5000,42.2000,40.8000,false,normal
2026-02-09T03:45:00+00:00,LOT-SYN-005,W12,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.4843,41.5000,42.2000,40.8000,false,normal
2026-02-09T04:00:00+00:00,LOT-SYN-005,W13,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.5233,41.5000,42.2000,40.8000,false,normal
2026-02-09T04:15:00+00:00,LOT-SYN-005,W14,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.5570,41.5000,42.2000,40.8000,false,normal
2026-02-09T04:30:00+00:00,LOT-SYN-005,W15,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.5843,41.5000,42.2000,40.8000,false,normal
2026-02-09T04:45:00+00:00,LOT-SYN-005,W16,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6045,41.5000,42.2000,40.8000,false,normal
2026-02-09T05:00:00+00:00,LOT-SYN-005,W17,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6178,41.5000,42.2000,40.8000,false,normal
2026-02-09T05:15:00+00:00,LOT-SYN-005,W18,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6250,41.5000,42.2000,40.8000,false,normal
2026-02-09T05:30:00+00:00,LOT-SYN-005,W19,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6274,41.5000,42.2000,40.8000,false,normal
2026-02-09T05:45:00+00:00,LOT-SYN-005,W20,ETCH-03,B,ETCH-ALPHA,V2.3,chamber_pressure_mTorr,41.6267,41.5000,42.2000,40.8000,false,normal
